nameWithOwner,createdAt,updatedAt,primaryLanguage,mergedPullRequests,releases,totalIssues,closedIssues,collectedAt,stargazerCount
casey/just,2016-06-17T06:08:08Z,2026-08-27T17:29:19Z,Rust,1795,146,1469,1298,2026-08-27T18:41:57.584741736Z,35514
jqlang/jq,2012-07-18T19:57:25Z,2026-08-27T17:50:30Z,C,713,16,2350,1993,2026-08-27T18:41:57.584741736Z,35495
blakeblackshear/frigate,2019-01-26T13:52:38Z,2026-08-27T17:08:45Z,TypeScript,4188,81,6038,5960,2026-08-27T18:41:57.584741736Z,35433
alvarotrigo/fullPage.js,2013-09-20T11:58:29Z,2026-08-27T11:29:55Z,JavaScript,327,109,4156,4045,2026-08-27T18:41:57.584741736Z,35404
kuchin/awesome-cto,2016-12-16T19:22:18Z,2026-08-27T17:24:24Z,,18,0,15,15,2026-08-27T18:41:57.584741736Z,35377
VectifyAI/PageIndex,2025-04-01T10:53:54Z,2026-08-27T17:57:52Z,Python,110,9,122,53,2026-08-27T18:41:57.584741736Z,35344
DayuanJiang/next-ai-draw-io,2025-03-23T15:03:48Z,2026-08-27T16:37:57Z,TypeScript,445,18,334,189,2026-08-27T18:41:57.584741736Z,35332
geekcomputers/Python,2011-11-30T09:04:08Z,2026-08-27T13:13:00Z,Python,2034,0,542,162,2026-08-27T18:41:57.584741736Z,35293
typicode/husky,2014-06-23T12:14:21Z,2026-08-27T11:16:57Z,JavaScript,263,80,1114,1032,2026-08-27T18:41:57.584741736Z,35288
nativefier/nativefier,2015-07-05T05:56:42Z,2026-08-27T10:15:08Z,TypeScript,261,99,1237,982,2026-08-27T18:41:57.584741736Z,35285
sahat/hackathon-starter,2013-11-13T17:24:12Z,2026-08-27T16:24:22Z,JavaScript,612,18,728,727,2026-08-27T18:41:57.584741736Z,35251
esengine/DeepSeek-Reasonix,2026-04-21T08:27:02Z,2026-08-27T16:43:17Z,Go,3439,210,4306,3104,2026-08-27T18:41:57.584741736Z,35217
K-Dense-AI/scientific-agent-skills,2025-10-19T20:54:15Z,2026-08-27T18:26:25Z,Python,77,101,79,75,2026-08-27T18:41:57.584741736Z,35199
gitroomhq/postiz-app,2023-07-08T17:24:22Z,2026-08-27T17:45:51Z,TypeScript,311,199,796,644,2026-08-27T18:41:57.584741736Z,35194
utmapp/UTM,2019-04-12T16:09:24Z,2026-08-27T16:51:01Z,Swift,292,130,3708,2630,2026-08-27T18:41:57.584741736Z,35157
zellij-org/zellij,2020-09-01T14:04:28Z,2026-08-27T17:13:39Z,Rust,1541,70,2856,1324,2026-08-27T18:41:57.584741736Z,35148
fxsjy/jieba,2012-09-29T07:52:01Z,2026-08-27T10:48:19Z,Python,96,9,877,231,2026-08-27T18:41:57.584741736Z,35131
geekan/HowToLiveLonger,2022-04-16T04:15:18Z,2026-08-27T14:25:04Z,,14,0,142,103,2026-08-27T18:41:57.584741736Z,35102
netty/netty,2010-11-09T09:22:21Z,2026-08-27T18:03:56Z,Java,5799,13,6950,6367,2026-08-27T18:41:57.584741736Z,35034
unknwon/the-way-to-go_ZH_CN,2013-03-24T17:18:38Z,2026-08-27T06:32:45Z,Go,592,0,0,0,2026-08-27T18:41:57.584741736Z,35033
bumptech/glide,2013-07-08T22:52:33Z,2026-08-27T18:20:30Z,Java,642,59,4534,3941,2026-08-27T18:41:57.584741736Z,35025
sorrycc/awesome-javascript,2014-07-01T15:59:02Z,2026-08-27T13:52:53Z,,414,0,112,107,2026-08-27T18:41:57.584741736Z,35021
awesome-foss/awesome-sysadmin,2014-12-23T08:41:22Z,2026-08-27T17:24:05Z,,369,0,108,108,2026-08-27T18:41:57.584741736Z,35000
laravel/framework,2013-01-10T21:27:28Z,2026-08-27T16:12:45Z,PHP,18546,969,19321,19263,2026-08-27T18:41:57.584741736Z,34885
qishibo/AnotherRedisDesktopManager,2019-01-08T06:01:56Z,2026-08-27T13:58:17Z,JavaScript,161,55,1123,977,2026-08-27T18:41:57.584741736Z,34698
facebookresearch/detectron2,2019-09-05T21:30:20Z,2026-08-27T16:38:45Z,Python,0,10,3574,3102,2026-08-27T18:41:57.584741736Z,34691
kovidgoyal/kitty,2016-10-16T14:48:28Z,2026-08-27T16:39:15Z,Python,1504,143,7015,7007,2026-08-27T18:41:57.584741736Z,34628
TheAlgorithms/C-Plus-Plus,2016-07-16T10:19:45Z,2026-08-27T15:34:05Z,C++,705,0,344,334,2026-08-27T18:41:57.584741736Z,34616
lissy93/web-check,2023-06-25T14:32:11Z,2026-08-27T16:40:43Z,TypeScript,74,3,150,145,2026-08-27T18:41:57.584741736Z,34610
anthropics/claude-plugins-official,2025-11-20T18:36:20Z,2026-08-27T18:26:10Z,Python,3266,0,1115,178,2026-08-27T18:41:57.584741736Z,34607
ocrmypdf/OCRmyPDF,2013-12-20T08:26:28Z,2026-08-27T18:04:22Z,Python,203,62,1362,1269,2026-08-27T18:41:57.584741736Z,34600
agentscope-ai/QwenPaw,2026-02-24T03:42:56Z,2026-08-27T18:22:48Z,Python,2312,111,3623,3012,2026-08-27T18:41:57.584741736Z,34560
BVLC/caffe,2013-09-12T18:39:48Z,2026-08-27T17:45:02Z,C++,1087,14,4801,3903,2026-08-27T18:41:57.584741736Z,34556
anthropics/financial-services,2026-02-23T19:24:50Z,2026-08-27T18:10:19Z,Python,43,0,89,9,2026-08-27T18:41:57.584741736Z,34548
nothings/stb,2014-05-25T16:51:23Z,2026-08-27T18:03:18Z,C,294,0,988,740,2026-08-27T18:41:57.584741736Z,34518
v2fly/v2ray-core,2019-04-15T10:05:54Z,2026-08-27T16:12:48Z,Go,1040,130,1113,1088,2026-08-27T18:41:57.584741736Z,34514
raysan5/raylib,2013-10-24T15:46:04Z,2026-08-27T17:38:06Z,C,2678,25,2233,2225,2026-08-27T18:41:57.584741736Z,34484
derailed/k9s,2019-01-25T18:46:02Z,2026-08-27T15:03:44Z,Go,1073,258,2377,2336,2026-08-27T18:41:57.584741736Z,34450
CMU-Perceptual-Computing-Lab/openpose,2017-04-24T14:06:31Z,2026-08-27T16:05:10Z,C++,174,15,2007,1667,2026-08-27T18:41:57.584741736Z,34418
SeleniumHQ/selenium,2013-01-14T21:40:56Z,2026-08-27T17:42:26Z,Java,4178,120,11233,11134,2026-08-27T18:41:57.584741736Z,34403
huggingface/diffusers,2022-05-30T16:04:02Z,2026-08-27T16:49:04Z,Python,6078,93,5546,4731,2026-08-27T18:41:57.584741736Z,34392
AlexsJones/llmfit,2026-02-15T16:11:31Z,2026-08-27T18:24:52Z,Rust,473,129,245,193,2026-08-27T18:41:57.584741736Z,34350
xitu/gold-miner,2015-11-04T03:29:13Z,2026-08-27T11:30:59Z,,3563,0,5604,5590,2026-08-27T18:41:57.584741736Z,34333
jaredpalmer/formik,2017-06-14T19:50:59Z,2026-08-26T19:34:53Z,TypeScript,836,200,2270,1567,2026-08-27T18:41:57.584741736Z,34330
seaweedfs/seaweedfs,2014-07-14T16:41:37Z,2026-08-27T17:21:31Z,Go,5398,318,4064,3383,2026-08-27T18:41:57.584741736Z,34315
python-poetry/poetry,2018-02-28T15:23:47Z,2026-08-27T15:03:55Z,Python,2542,151,6358,5870,2026-08-27T18:41:57.584741736Z,34298
nodejs/node-v0.x-archive,2009-05-27T16:29:46Z,2026-08-26T18:14:25Z,,218,0,6379,6379,2026-08-27T18:41:57.584741736Z,34286
lightpanda-io/browser,2023-02-07T15:19:34Z,2026-08-27T18:11:14Z,Zig,2537,20,511,433,2026-08-27T18:41:57.584741736Z,34274
backstage/backstage,2020-01-24T22:39:49Z,2026-08-27T18:04:50Z,TypeScript,21632,546,7750,7565,2026-08-27T18:41:57.584741736Z,34273
aristocratos/btop,2021-05-06T18:40:21Z,2026-08-27T17:58:57Z,C++,455,55,984,527,2026-08-27T18:41:57.584741736Z,34261
balena-io/etcher,2015-10-27T16:53:23Z,2026-08-27T16:51:12Z,TypeScript,1733,291,2506,1863,2026-08-27T18:41:57.584741736Z,34242
openai/CLIP,2020-12-16T11:24:42Z,2026-08-27T14:32:22Z,Jupyter Notebook,30,0,445,193,2026-08-27T18:41:57.584741736Z,34240
TheAlgorithms/JavaScript,2017-07-13T06:12:33Z,2026-08-27T18:19:18Z,JavaScript,798,0,224,203,2026-08-27T18:41:57.584741736Z,34226
qdrant/qdrant,2020-05-30T21:37:01Z,2026-08-27T16:59:44Z,Rust,6700,116,1968,1474,2026-08-27T18:41:57.584741736Z,34223
swc-project/swc,2017-12-22T11:40:14Z,2026-08-27T16:50:03Z,Rust,6187,818,4248,3889,2026-08-27T18:41:57.584741736Z,34188
ehang-io/nps,2018-11-04T13:22:51Z,2026-08-27T15:45:56Z,Go,74,59,1204,699,2026-08-27T18:41:57.584741736Z,34176
OpenBMB/ChatDev,2023-08-28T02:18:13Z,2026-08-27T17:10:22Z,Python,161,12,334,287,2026-08-27T18:41:57.584741736Z,34135
zenorocha/clipboard.js,2015-09-18T23:04:55Z,2026-08-25T19:20:36Z,JavaScript,117,42,629,618,2026-08-27T18:41:57.584741736Z,34119
lllyasviel/ControlNet,2023-02-01T02:43:30Z,2026-08-27T17:40:48Z,Python,5,0,576,138,2026-08-27T18:41:57.584741736Z,34096
testerSunshine/12306,2017-05-17T12:23:40Z,2026-08-27T11:23:27Z,Python,31,1,690,466,2026-08-27T18:41:57.584741736Z,34085
zxing/zxing,2011-10-12T14:07:27Z,2026-08-27T16:01:53Z,Java,389,32,1352,1352,2026-08-27T18:41:57.584741736Z,34078
xkcoding/spring-boot-demo,2017-11-10T06:27:29Z,2026-08-27T14:00:41Z,Java,15,0,175,74,2026-08-27T18:41:57.584741736Z,34077
fish-shell/fish-shell,2012-05-10T03:00:55Z,2026-08-27T14:41:11Z,Rust,2216,67,8187,7674,2026-08-27T18:41:57.584741736Z,34074
MonitorControl/MonitorControl,2017-09-16T21:13:40Z,2026-08-27T18:18:04Z,Swift,223,26,1028,1014,2026-08-27T18:41:57.584741736Z,34049
NginxProxyManager/nginx-proxy-manager,2017-12-20T23:01:16Z,2026-08-27T17:41:07Z,TypeScript,750,88,3322,2585,2026-08-27T18:41:57.584741736Z,34007
chenfei-wu/TaskMatrix,2023-03-02T09:04:28Z,2026-08-27T03:55:56Z,Python,21,0,364,136,2026-08-27T18:41:57.584741736Z,34001
pcottle/learnGitBranching,2012-08-13T22:36:09Z,2026-08-27T16:42:40Z,JavaScript,698,0,551,494,2026-08-27T18:41:57.584741736Z,33959
atlassian/react-beautiful-dnd,2017-08-09T03:37:15Z,2026-08-27T07:03:47Z,JavaScript,531,68,1618,1047,2026-08-27T18:41:57.584741736Z,33945
lib-pku/libpku,2018-11-22T13:33:06Z,2026-08-27T17:36:48Z,TeX,22,0,43,32,2026-08-27T18:41:57.584741736Z,33908
carbon-language/carbon-lang,2020-04-27T21:45:16Z,2026-08-27T13:48:29Z,C++,5691,773,872,662,2026-08-27T18:41:57.584741736Z,33872
explosion/spaCy,2014-07-03T15:15:40Z,2026-08-27T10:28:04Z,Python,3604,138,5770,5595,2026-08-27T18:41:57.584741736Z,33854
volcengine/OpenViking,2026-01-05T07:11:17Z,2026-08-27T18:26:47Z,Python,2222,74,954,775,2026-08-27T18:41:57.584741736Z,33838
TabbyML/tabby,2023-03-16T09:18:01Z,2026-08-27T14:28:21Z,Rust,3002,249,1014,756,2026-08-27T18:41:57.584741736Z,33837
k3s-io/k3s,2018-05-31T01:37:46Z,2026-08-27T16:32:51Z,Go,4872,1000,7691,7640,2026-08-27T18:41:57.584741736Z,33835
langfuse/langfuse,2023-05-18T17:47:09Z,2026-08-27T18:24:28Z,TypeScript,7815,666,2918,2620,2026-08-27T18:41:57.584741736Z,33814
halfrost/LeetCode-Go,2017-07-18T00:06:14Z,2026-08-27T12:36:14Z,Go,182,5,82,82,2026-08-27T18:41:57.584741736Z,33791
binwiederhier/ntfy,2021-10-23T19:25:32Z,2026-08-27T16:55:28Z,Go,422,108,1281,950,2026-08-27T18:41:57.584741736Z,33790
SerenityOS/serenity,2018-12-02T19:28:41Z,2026-08-27T16:28:38Z,C++,20179,0,4315,3589,2026-08-27T18:41:57.584741736Z,33785
mli/paper-reading,2021-10-22T06:34:51Z,2026-08-27T16:56:51Z,,15,0,0,0,2026-08-27T18:41:57.584741736Z,33740
valinet/ExplorerPatcher,2021-08-09T14:17:24Z,2026-08-27T17:56:44Z,C,24,300,2807,2450,2026-08-27T18:41:57.584741736Z,33730
Pythagora-io/gpt-pilot,2023-08-16T11:56:07Z,2026-08-27T17:22:43Z,Python,397,0,558,316,2026-08-27T18:41:57.584741736Z,33684
alibaba/easyexcel,2018-02-06T03:14:08Z,2026-08-27T14:26:22Z,Java,190,14,3617,3128,2026-08-27T18:41:57.584741736Z,33661
anoma/anoma,2021-02-02T10:00:16Z,2026-08-27T04:50:17Z,Elixir,898,12,720,630,2026-08-27T18:41:57.584741736Z,33636
apache/kafka,2011-08-15T18:06:16Z,2026-08-27T16:45:44Z,Java,13917,0,0,0,2026-08-27T18:41:57.584741736Z,33635
bayandin/awesome-awesomeness,2014-07-08T05:44:19Z,2026-08-27T15:10:42Z,Ruby,197,0,72,52,2026-08-27T18:41:57.584741736Z,33631
Blankj/AndroidUtilCode,2016-07-30T18:18:32Z,2026-08-27T17:31:08Z,Java,88,117,1597,1285,2026-08-27T18:41:57.584741736Z,33631
MetaCubeX/mihomo,2021-05-20T11:06:33Z,2026-08-27T17:50:36Z,Python,325,62,1996,1543,2026-08-27T18:41:57.584741736Z,33604
shadowsocks/shadowsocks,2012-04-20T13:10:49Z,2026-08-27T13:21:21Z,Python,70,2,0,0,2026-08-27T18:41:57.584741736Z,33557
microsoft/WSL,2016-04-06T17:32:56Z,2026-08-27T16:43:21Z,C++,1471,110,12457,11539,2026-08-27T18:41:57.584741736Z,33539
tinygrad/tinygrad,2020-10-18T16:23:12Z,2026-08-27T15:19:10Z,Python,12474,16,1188,1070,2026-08-27T18:41:57.584741736Z,33514
nicolargo/glances,2011-12-04T08:49:15Z,2026-08-27T17:31:42Z,Python,849,61,2221,2129,2026-08-27T18:41:57.584741736Z,33453
XX-net/XX-Net,2015-01-15T09:35:51Z,2026-08-27T05:11:16Z,Python,364,390,13368,5446,2026-08-27T18:41:57.584741736Z,33443
linshenkx/prompt-optimizer,2025-02-12T06:06:49Z,2026-08-27T16:52:25Z,TypeScript,61,48,224,217,2026-08-27T18:41:57.584741736Z,33428
lutzroeder/netron,2010-12-26T12:53:43Z,2026-08-27T17:54:24Z,JavaScript,1,9,1273,1257,2026-08-27T18:41:57.584741736Z,33414
Leey21/awesome-ai-research-writing,2026-01-30T07:59:30Z,2026-08-27T17:59:41Z,,0,0,26,21,2026-08-27T18:41:57.584741736Z,33393
AFNetworking/AFNetworking,2011-05-31T21:28:44Z,2026-08-24T16:18:46Z,Objective-C,710,40,0,0,2026-08-27T18:41:57.584741736Z,33392
motiondivision/motion,2018-11-16T09:48:38Z,2026-08-27T16:02:18Z,TypeScript,1285,0,1944,1840,2026-08-27T18:41:57.584741736Z,33384
dgtlmoon/changedetection.io,2021-01-27T16:03:30Z,2026-08-27T17:22:14Z,Python,1188,216,1746,1436,2026-08-27T18:41:57.584741736Z,33366
waydabber/BetterDisplay,2021-10-24T08:32:56Z,2026-08-27T17:33:41Z,,2,133,3303,3074,2026-08-27T18:41:57.584741736Z,33365
mckaywrigley/chatbot-ui,2023-03-11T14:53:14Z,2026-08-27T11:27:36Z,TypeScript,281,0,1012,819,2026-08-27T18:41:57.584741736Z,33339
google/comprehensive-rust,2022-12-21T15:17:24Z,2026-08-27T13:48:10Z,Rust,2512,0,373,256,2026-08-27T18:41:57.584741736Z,33328
remix-run/remix,2020-10-26T19:57:28Z,2026-08-27T18:16:54Z,TypeScript,4058,639,2777,2751,2026-08-27T18:41:57.584741736Z,33325
alibaba/nacos,2018-06-15T06:49:27Z,2026-08-27T12:02:19Z,Java,3918,100,9790,9626,2026-08-27T18:41:57.584741736Z,33315
datawhalechina/happy-llm,2024-05-28T03:22:50Z,2026-08-27T16:03:54Z,Jupyter Notebook,30,3,136,81,2026-08-27T18:41:57.584741736Z,33303
zeromicro/go-zero,2020-08-07T15:37:57Z,2026-08-27T08:48:33Z,Go,2510,154,1996,1890,2026-08-27T18:41:57.584741736Z,33281
vbenjs/vue-vben-admin,2020-07-11T02:29:21Z,2026-08-27T15:39:45Z,Vue,1928,63,4146,4075,2026-08-27T18:41:57.584741736Z,33247
JCodesMore/ai-website-cloner-template,2026-03-13T11:14:39Z,2026-08-27T18:12:23Z,JavaScript,21,6,27,27,2026-08-27T18:41:57.584741736Z,33244
certbot/certbot,2014-11-12T02:52:20Z,2026-08-27T17:09:35Z,Python,4132,72,5574,5450,2026-08-27T18:41:57.584741736Z,33218
qier222/YesPlayMusic,2020-10-09T10:04:21Z,2026-08-27T18:17:23Z,Vue,297,32,1849,1204,2026-08-27T18:41:57.584741736Z,33207
bilibili/ijkplayer,2013-06-03T04:12:04Z,2026-08-27T17:30:58Z,C,35,0,5384,2545,2026-08-27T18:41:57.584741736Z,33200
pear-devs/pear-desktop,2019-04-19T18:14:40Z,2026-08-27T16:37:22Z,TypeScript,1659,88,2079,1534,2026-08-27T18:41:57.584741736Z,33199
cursor/cursor,2023-03-12T00:19:42Z,2026-08-27T16:29:45Z,,49,0,0,0,2026-08-27T18:41:57.584741736Z,33186
jdx/mise,2023-01-09T14:44:21Z,2026-08-27T18:15:27Z,Rust,6957,622,0,0,2026-08-27T18:41:57.584741736Z,33119
FreeCAD/FreeCAD,2012-09-09T08:25:02Z,2026-08-27T18:12:11Z,C++,14535,116,12728,9189,2026-08-27T18:41:57.584741736Z,33102
binarywang/WxJava,2016-01-06T08:24:05Z,2026-08-27T17:59:24Z,Java,1287,31,2534,2530,2026-08-27T18:41:57.584741736Z,33053
qarmin/czkawka,2020-09-01T17:37:29Z,2026-08-27T17:45:20Z,Fluent,491,42,1265,959,2026-08-27T18:41:57.584741736Z,33042
