nameWithOwner,createdAt,updatedAt,primaryLanguage,mergedPullRequests,releases,totalIssues,closedIssues,collectedAt,stargazerCount
ultralytics/ultralytics,2022-09-11T16:39:45Z,2026-08-27T17:55:54Z,Python,5540,459,12902,12861,2026-08-27T18:41:57.584741736Z,61013
Solido/awesome-flutter,2017-05-07T11:45:27Z,2026-08-27T14:14:30Z,Dart,452,0,0,0,2026-08-27T18:41:57.584741736Z,61012
h5bp/Front-end-Developer-Interview-Questions,2012-02-09T23:34:10Z,2026-08-27T13:53:02Z,Nunjucks,485,0,185,143,2026-08-27T18:41:57.584741736Z,60869
pocketbase/pocketbase,2022-07-05T06:06:21Z,2026-08-27T17:29:57Z,Go,55,287,2042,2023,2026-08-27T18:41:57.584741736Z,60848
xingshaocheng/architect-awesome,2018-04-06T13:30:58Z,2026-08-27T14:50:09Z,,49,0,71,23,2026-08-27T18:41:57.584741736Z,60843
nuxt/nuxt,2016-10-26T11:18:47Z,2026-08-27T12:13:17Z,TypeScript,8345,291,17493,17122,2026-08-27T18:41:57.584741736Z,60802
atom/atom,2012-01-20T18:18:21Z,2026-08-27T17:30:56Z,JavaScript,3937,538,17110,16149,2026-08-27T18:41:57.584741736Z,60769
marktext/marktext,2017-11-12T16:05:25Z,2026-08-27T17:36:01Z,TypeScript,1371,47,3473,2828,2026-08-27T18:41:57.584741736Z,60658
microsoft/autogen,2023-08-18T11:43:45Z,2026-08-27T18:10:26Z,Python,2537,98,3065,2519,2026-08-27T18:41:57.584741736Z,60655
pi-hole/pi-hole,2014-06-08T15:02:55Z,2026-08-27T17:36:05Z,Shell,2241,126,3150,3125,2026-08-27T18:41:57.584741736Z,60641
ghostty-org/ghostty,2022-03-29T17:38:26Z,2026-08-27T18:05:49Z,Zig,4563,1,2257,2122,2026-08-27T18:41:57.584741736Z,60343
sharkdp/bat,2018-04-21T10:52:23Z,2026-08-27T17:31:16Z,Rust,1664,43,1630,1303,2026-08-27T18:41:57.584741736Z,60277
adam-p/markdown-here,2012-05-13T03:27:22Z,2026-08-27T16:02:40Z,JavaScript,27,17,635,334,2026-08-27T18:41:57.584741736Z,60248
spring-projects/spring-framework,2010-12-08T04:04:45Z,2026-08-27T15:49:50Z,Java,948,365,28362,28004,2026-08-27T18:41:57.584741736Z,60211
CorentinJ/Real-Time-Voice-Cloning,2019-05-26T08:56:15Z,2026-08-27T14:44:35Z,Python,51,0,1122,953,2026-08-27T18:41:57.584741736Z,60113
termux/termux-app,2015-10-23T09:42:46Z,2026-08-27T18:05:53Z,Java,178,95,3158,2655,2026-08-27T18:41:57.584741736Z,59870
jquery/jquery,2009-04-03T15:20:14Z,2026-08-27T13:28:57Z,JavaScript,903,13,2393,2320,2026-08-27T18:41:57.584741736Z,59775
starship/starship,2019-04-02T03:23:12Z,2026-08-27T16:49:37Z,Rust,3206,141,2708,1907,2026-08-27T18:41:57.584741736Z,59630
meta-llama/llama,2023-02-14T09:29:12Z,2026-08-27T18:07:01Z,Python,54,0,1128,654,2026-08-27T18:41:57.584741736Z,59581
shadowsocks/shadowsocks-windows,2013-01-14T07:54:16Z,2026-08-27T15:54:34Z,C#,290,55,2919,2730,2026-08-27T18:41:57.584741736Z,59566
mvanhorn/last30days-skill,2026-01-23T20:37:37Z,2026-08-27T18:21:59Z,Python,471,41,252,159,2026-08-27T18:41:57.584741736Z,59544
FiloSottile/mkcert,2018-06-25T05:33:03Z,2026-08-27T18:01:41Z,Go,53,14,358,242,2026-08-27T18:41:57.584741736Z,59503
rclone/rclone,2014-03-16T16:19:57Z,2026-08-27T16:46:04Z,Go,2508,131,6188,5210,2026-08-27T18:41:57.584741736Z,59419
penpot/penpot,2015-12-29T22:09:07Z,2026-08-27T17:42:49Z,Clojure,6973,86,3196,2504,2026-08-27T18:41:57.584741736Z,59248
meilisearch/meilisearch,2018-04-23T11:45:28Z,2026-08-27T16:51:13Z,Rust,2532,330,2476,2231,2026-08-27T18:41:57.584741736Z,59106
rust-unofficial/awesome-rust,2014-07-17T10:45:10Z,2026-08-27T17:41:06Z,Rust,1925,0,150,143,2026-08-27T18:41:57.584741736Z,58998
pathwaycom/llm-app,2023-07-19T08:43:37Z,2026-08-27T18:21:24Z,Jupyter Notebook,50,0,20,15,2026-08-27T18:41:57.584741736Z,58982
usestrix/strix,2025-08-05T21:28:30Z,2026-08-27T18:24:57Z,Python,382,26,331,192,2026-08-27T18:41:57.584741736Z,58812
tiimgreen/github-cheat-sheet,2014-04-12T16:38:42Z,2026-08-27T17:44:32Z,,129,0,77,49,2026-08-27T18:41:57.584741736Z,58739
rails/rails,2008-04-11T02:19:47Z,2026-08-27T15:31:29Z,Ruby,26904,168,18662,18175,2026-08-27T18:41:57.584741736Z,58725
MemPalace/mempalace,2026-04-05T01:12:07Z,2026-08-27T17:29:25Z,Python,646,16,819,471,2026-08-27T18:41:57.584741736Z,58683
pmndrs/zustand,2019-04-09T09:10:06Z,2026-08-27T16:35:11Z,TypeScript,930,105,698,696,2026-08-27T18:41:57.584741736Z,58618
angular/angular.js,2010-01-06T00:34:37Z,2026-08-27T14:41:16Z,JavaScript,790,0,9033,8644,2026-08-27T18:41:57.584741736Z,58530
makeplane/plane,2022-11-19T12:55:01Z,2026-08-27T18:03:34Z,TypeScript,6453,64,1926,1118,2026-08-27T18:41:57.584741736Z,58405
FoundationAgents/OpenManus,2025-03-06T14:08:14Z,2026-08-27T16:37:45Z,Python,116,3,754,483,2026-08-27T18:41:57.584741736Z,58095
ultralytics/yolov5,2020-05-18T03:45:11Z,2026-08-27T15:27:35Z,Python,2322,10,9444,9414,2026-08-27T18:41:57.584741736Z,57937
crewAIInc/crewAI,2023-10-27T03:26:59Z,2026-08-27T18:20:12Z,Python,2158,232,2118,2042,2026-08-27T18:41:57.584741736Z,57680
go-gitea/gitea,2016-11-01T02:13:26Z,2026-08-27T18:06:44Z,Go,19821,235,15968,13629,2026-08-27T18:41:57.584741736Z,57633
h5bp/html5-boilerplate,2010-01-24T18:03:24Z,2026-08-27T16:23:25Z,JavaScript,846,34,1366,1359,2026-08-27T18:41:57.584741736Z,57606
scutan90/DeepLearning-500-questions,2018-06-27T06:36:45Z,2026-08-27T11:23:31Z,JavaScript,302,0,192,81,2026-08-27T18:41:57.584741736Z,57576
karpathy/nanochat,2025-10-13T13:46:35Z,2026-08-27T17:26:24Z,Python,84,0,139,117,2026-08-27T18:41:57.584741736Z,57572
remotion-dev/remotion,2020-06-23T19:49:10Z,2026-08-27T18:18:14Z,TypeScript,6308,677,3780,3617,2026-08-27T18:41:57.584741736Z,57510
deepfakes/faceswap,2017-12-19T09:44:13Z,2026-08-27T16:34:27Z,Python,370,5,909,899,2026-08-27T18:41:57.584741736Z,57501
zylon-ai/private-gpt,2023-05-02T09:15:31Z,2026-08-27T13:59:54Z,Python,314,14,1242,1240,2026-08-27T18:41:57.584741736Z,57475
BerriAI/litellm,2023-07-27T00:09:52Z,2026-08-27T18:20:17Z,Python,14977,1000,12370,10722,2026-08-27T18:41:57.584741736Z,57409
wasabeef/awesome-android-ui,2014-12-24T01:45:03Z,2026-08-27T18:08:23Z,,91,0,117,95,2026-08-27T18:41:57.584741736Z,57370
Textualize/rich,2019-11-10T15:28:09Z,2026-08-27T17:41:48Z,Python,869,177,1528,1289,2026-08-27T18:41:57.584741736Z,57261
appwrite/appwrite,2019-04-08T16:36:25Z,2026-08-27T18:20:45Z,TypeScript,5326,133,4477,3957,2026-08-27T18:41:57.584741736Z,57136
FuelLabs/fuel-core,2020-08-27T21:12:14Z,2026-08-26T16:21:17Z,Rust,1659,130,1162,999,2026-08-27T18:41:57.584741736Z,56885
soimort/you-get,2012-08-20T15:53:36Z,2026-08-27T15:11:18Z,Python,582,123,0,0,2026-08-27T18:41:57.584741736Z,56871
diegosouzapw/OmniRoute,2026-02-13T12:38:31Z,2026-08-27T18:21:38Z,TypeScript,6111,280,3869,3776,2026-08-27T18:41:57.584741736Z,56830
ageitgey/face_recognition,2017-03-03T21:52:39Z,2026-08-27T14:44:54Z,Python,95,2,1379,604,2026-08-27T18:41:57.584741736Z,56686
remix-run/react-router,2014-05-16T22:22:51Z,2026-08-27T16:47:37Z,TypeScript,3657,344,8396,8295,2026-08-27T18:41:57.584741736Z,56575
golang-standards/project-layout,2017-09-09T16:33:26Z,2026-08-27T16:23:02Z,Makefile,98,0,116,44,2026-08-27T18:41:57.584741736Z,56500
Raphire/Win11Debloat,2020-10-27T22:26:59Z,2026-08-27T18:13:52Z,PowerShell,134,38,391,364,2026-08-27T18:41:57.584741736Z,56344
Zie619/n8n-workflows,2025-05-14T08:43:59Z,2026-08-27T18:18:49Z,Python,34,1,106,80,2026-08-27T18:41:57.584741736Z,56303
jellyfin/jellyfin,2018-12-09T06:36:45Z,2026-08-27T18:17:47Z,C#,5646,113,8708,8335,2026-08-27T18:41:57.584741736Z,56263
laurent22/joplin,2017-01-16T21:49:41Z,2026-08-27T16:04:43Z,TypeScript,6032,418,8269,7657,2026-08-27T18:41:57.584741736Z,56130
gatsbyjs/gatsby,2015-05-21T22:43:05Z,2026-08-27T14:49:06Z,JavaScript,18304,158,14127,13909,2026-08-27T18:41:57.584741736Z,55941
azl397985856/leetcode,2018-03-30T09:13:51Z,2026-08-27T16:20:55Z,JavaScript,257,40,258,248,2026-08-27T18:41:57.584741736Z,55747
twentyhq/twenty,2022-12-01T13:04:40Z,2026-08-27T18:05:26Z,TypeScript,14430,108,6868,6757,2026-08-27T18:41:57.584741736Z,55703
firstcontributions/first-contributions,2016-09-20T14:35:09Z,2026-08-27T18:22:42Z,,103737,0,1516,1499,2026-08-27T18:41:57.584741736Z,55701
typst/typst,2019-09-24T21:41:56Z,2026-08-27T17:36:44Z,Rust,2511,30,4509,3295,2026-08-27T18:41:57.584741736Z,55694
FlowiseAI/Flowise,2023-03-31T12:23:09Z,2026-08-27T18:23:12Z,TypeScript,1820,85,2670,1971,2026-08-27T18:41:57.584741736Z,55399
PowerShell/PowerShell,2016-01-13T23:41:35Z,2026-08-27T17:45:03Z,C#,8476,214,13559,12270,2026-08-27T18:41:57.584741736Z,55145
AntonOsika/gpt-engineer,2023-04-29T12:52:15Z,2026-08-27T13:39:25Z,Python,351,21,503,471,2026-08-27T18:41:57.584741736Z,55118
stablyai/orca,2026-03-17T03:28:57Z,2026-08-27T18:24:44Z,TypeScript,8187,938,4413,2210,2026-08-27T18:41:57.584741736Z,55086
jingyaogong/minimind,2024-07-27T04:34:12Z,2026-08-27T17:16:26Z,Python,12,2,636,608,2026-08-27T18:41:57.584741736Z,55077
TryGhost/Ghost,2013-05-04T11:09:13Z,2026-08-27T17:29:41Z,JavaScript,18599,1000,7329,7299,2026-08-27T18:41:57.584741736Z,55072
romkatv/powerlevel10k,2019-02-24T19:09:45Z,2026-08-27T16:04:38Z,Shell,170,33,2620,2492,2026-08-27T18:41:57.584741736Z,54982
ngosang/trackerslist,2016-04-24T11:57:57Z,2026-08-27T15:51:36Z,,1,0,540,528,2026-08-27T18:41:57.584741736Z,54979
facebookresearch/segment-anything,2023-03-23T17:03:03Z,2026-08-27T16:34:07Z,Jupyter Notebook,16,0,718,182,2026-08-27T18:41:57.584741736Z,54768
agalwood/Motrix,2018-12-18T11:45:05Z,2026-08-27T18:19:33Z,TypeScript,274,35,1433,1302,2026-08-27T18:41:57.584741736Z,54678
WerWolv/ImHex,2020-11-10T14:27:00Z,2026-08-27T16:39:16Z,C++,786,82,1653,1295,2026-08-27T18:41:57.584741736Z,54583
wagoodman/dive,2018-05-13T15:44:01Z,2026-08-27T16:18:23Z,Go,164,28,376,206,2026-08-27T18:41:57.584741736Z,54506
lencx/ChatGPT,2022-12-07T09:43:02Z,2026-08-27T17:17:13Z,Rust,123,34,1280,373,2026-08-27T18:41:57.584741736Z,54459
maybe-finance/maybe,2024-01-01T22:23:46Z,2026-08-27T13:48:07Z,Ruby,1073,28,0,0,2026-08-27T18:41:57.584741736Z,54315
vuejs/core,2018-06-12T13:49:36Z,2026-08-27T12:39:02Z,TypeScript,4093,294,6088,5535,2026-08-27T18:41:57.584741736Z,54257
psf/requests,2011-02-13T18:38:17Z,2026-08-27T13:51:26Z,Python,1698,19,4173,4025,2026-08-27T18:41:57.584741736Z,54253
ElemeFE/element,2016-09-03T06:19:26Z,2026-08-27T05:56:03Z,Vue,3228,145,17891,15247,2026-08-27T18:41:57.584741736Z,54057
odoo/odoo,2014-05-13T15:38:58Z,2026-08-27T17:55:05Z,Python,6183,0,19139,15365,2026-08-27T18:41:57.584741736Z,53989
google/material-design-icons,2014-10-08T18:01:28Z,2026-08-27T17:47:37Z,,50,16,1602,1188,2026-08-27T18:41:57.584741736Z,53827
mozilla/pdf.js,2011-04-26T06:32:03Z,2026-08-27T17:22:20Z,JavaScript,9248,88,10565,10199,2026-08-27T18:41:57.584741736Z,53791
freqtrade/freqtrade,2017-05-17T23:48:53Z,2026-08-27T18:23:26Z,Python,6712,116,5666,5642,2026-08-27T18:41:57.584741736Z,53722
aaif-goose/goose,2024-08-23T19:03:36Z,2026-08-27T16:58:54Z,Rust,6043,147,2871,2734,2026-08-27T18:41:57.584741736Z,53575
necolas/normalize.css,2011-05-04T10:20:25Z,2026-08-27T14:41:29Z,CSS,56,0,518,471,2026-08-27T18:41:57.584741736Z,53517
JetBrains/kotlin,2012-02-13T17:29:58Z,2026-08-27T18:04:57Z,Kotlin,3744,301,0,0,2026-08-27T18:41:57.584741736Z,53356
chinese-poetry/chinese-poetry,2016-09-02T03:32:25Z,2026-08-27T14:03:02Z,JavaScript,138,1,218,92,2026-08-27T18:41:57.584741736Z,53273
microsoft/VibeVoice,2025-08-25T13:24:01Z,2026-08-27T16:00:08Z,Python,41,0,244,118,2026-08-27T18:41:57.584741736Z,53248
ggml-org/whisper.cpp,2022-09-25T18:26:37Z,2026-08-27T18:02:09Z,C++,1043,40,1966,896,2026-08-27T18:41:57.584741736Z,53232
vsouza/awesome-ios,2014-07-10T16:03:45Z,2026-08-27T15:09:28Z,Swift,2256,0,500,494,2026-08-27T18:41:57.584741736Z,53183
lyswhut/lx-music-desktop,2019-08-14T14:31:08Z,2026-08-27T17:50:35Z,TypeScript,103,113,2533,1305,2026-08-27T18:41:57.584741736Z,53118
hesreallyhim/awesome-claude-code,2025-04-19T20:55:59Z,2026-08-27T18:22:40Z,Python,222,0,2085,1149,2026-08-27T18:41:57.584741736Z,53089
dockur/windows,2024-01-14T13:09:40Z,2026-08-27T16:51:29Z,Shell,936,127,1036,1020,2026-08-27T18:41:57.584741736Z,53052
sickcodes/Docker-OSX,2020-06-04T11:01:37Z,2026-08-27T17:08:55Z,Shell,109,0,686,289,2026-08-27T18:41:57.584741736Z,52887
jesseduffield/lazydocker,2019-05-18T08:53:50Z,2026-08-27T17:21:09Z,Go,195,47,416,216,2026-08-27T18:41:57.584741736Z,52634
ionic-team/ionic-framework,2013-08-20T23:06:02Z,2026-08-27T15:31:31Z,TypeScript,6812,951,22202,21638,2026-08-27T18:41:57.584741736Z,52633
lllyasviel/Fooocus,2023-08-09T18:43:40Z,2026-08-27T16:56:29Z,Python,448,21,1669,1421,2026-08-27T18:41:57.584741736Z,52555
bmad-code-org/BMAD-METHOD,2025-04-13T14:54:25Z,2026-08-27T17:47:44Z,JavaScript,851,39,1080,976,2026-08-27T18:41:57.584741736Z,52382
prettier/prettier,2016-11-29T17:13:37Z,2026-08-27T13:29:38Z,JavaScript,10257,144,7329,6171,2026-08-27T18:41:57.584741736Z,52214
VoltAgent/awesome-openclaw-skills,2026-01-25T09:22:32Z,2026-08-27T18:01:25Z,,152,0,86,86,2026-08-27T18:41:57.584741736Z,52204
anthropics/claude-cookbooks,2023-08-15T20:23:51Z,2026-08-27T18:22:13Z,Jupyter Notebook,198,0,214,138,2026-08-27T18:41:57.584741736Z,52197
xai-org/grok-1,2024-03-17T08:53:38Z,2026-08-27T13:23:28Z,Python,5,0,0,0,2026-08-27T18:41:57.584741736Z,52194
etcd-io/etcd,2013-07-06T21:57:21Z,2026-08-27T18:04:05Z,Go,10632,292,7253,7137,2026-08-27T18:41:57.584741736Z,52190
calesthio/OpenMontage,2026-03-29T15:23:22Z,2026-08-27T18:25:11Z,Python,110,0,132,51,2026-08-27T18:41:57.584741736Z,52168
run-llama/llama_index,2022-11-02T04:24:54Z,2026-08-27T15:24:56Z,Python,7955,433,7267,7085,2026-08-27T18:41:57.584741736Z,51894
google/guava,2014-05-29T16:23:17Z,2026-08-27T17:28:33Z,Java,1454,60,3670,3053,2026-08-27T18:41:57.584741736Z,51894
dkhamsing/open-source-ios-apps,2015-01-26T23:32:34Z,2026-08-27T17:23:03Z,,1724,37,357,357,2026-08-27T18:41:57.584741736Z,51865
expo/expo,2016-08-15T17:14:25Z,2026-08-27T18:22:02Z,TypeScript,24025,0,19345,19075,2026-08-27T18:41:57.584741736Z,51850
poteto/hiring-without-whiteboards,2017-03-15T05:09:01Z,2026-08-27T18:22:18Z,JavaScript,1337,0,0,0,2026-08-27T18:41:57.584741736Z,51766
Avik-Jain/100-Days-Of-ML-Code,2018-07-05T09:11:43Z,2026-08-27T18:00:48Z,,6,0,0,0,2026-08-27T18:41:57.584741736Z,51679
jekyll/jekyll,2008-10-20T06:29:03Z,2026-08-27T14:39:00Z,Ruby,3205,112,4938,4808,2026-08-27T18:41:57.584741736Z,51655
jamiepine/voicebox,2026-01-25T12:27:03Z,2026-08-27T18:24:47Z,TypeScript,147,25,693,193,2026-08-27T18:41:57.584741736Z,51627
dbeaver/dbeaver,2015-10-21T08:26:28Z,2026-08-27T17:59:10Z,Java,7418,254,20538,17296,2026-08-27T18:41:57.584741736Z,51568
charlax/professional-programming,2015-11-07T05:07:52Z,2026-08-27T12:24:23Z,Python,44,0,33,32,2026-08-27T18:41:57.584741736Z,51450
DefinitelyTyped/DefinitelyTyped,2012-10-05T16:39:45Z,2026-08-27T16:31:39Z,TypeScript,53513,1,8118,7561,2026-08-27T18:41:57.584741736Z,51412
ethereum/go-ethereum,2013-12-26T13:05:46Z,2026-08-27T13:04:10Z,Go,9304,232,8721,8523,2026-08-27T18:41:57.584741736Z,51313
justjavac/wechat-miniapp-radar,2016-09-22T20:04:48Z,2026-08-26T12:42:11Z,TypeScript,313,0,35,35,2026-08-27T18:41:57.584741736Z,51188
CherryHQ/cherry-studio,2024-05-24T01:56:26Z,2026-08-27T17:55:32Z,TypeScript,5187,278,11416,10426,2026-08-27T18:41:57.584741736Z,51147
Semantic-Org/Semantic-UI,2013-04-08T23:32:04Z,2026-08-27T08:23:14Z,JavaScript,356,154,6233,5269,2026-08-27T18:41:57.584741736Z,51028
cypress-io/cypress,2015-03-04T00:46:28Z,2026-08-27T17:41:45Z,TypeScript,8883,403,15582,14564,2026-08-27T18:41:57.584741736Z,51004
bannedbook/fanqiang,2015-01-14T00:34:25Z,2026-08-27T17:05:06Z,Kotlin,3,3,836,502,2026-08-27T18:41:57.584741736Z,50917
Alishahryar1/free-claude-code,2026-01-28T19:02:30Z,2026-08-27T18:22:47Z,Python,356,0,754,514,2026-08-27T18:41:57.584741736Z,50803
nlohmann/json,2013-07-04T08:47:49Z,2026-08-27T15:56:09Z,C++,1162,45,2438,2376,2026-08-27T18:41:57.584741736Z,50473
Lordog/dive-into-llms,2024-04-08T13:11:40Z,2026-08-27T18:07:40Z,Jupyter Notebook,11,1,26,17,2026-08-27T18:41:57.584741736Z,50333
mastodon/mastodon,2016-02-22T15:01:25Z,2026-08-27T16:12:36Z,Ruby,20701,361,13121,8788,2026-08-27T18:41:57.584741736Z,50257
skylot/jadx,2013-03-18T17:08:21Z,2026-08-27T16:45:29Z,Java,654,35,2119,1690,2026-08-27T18:41:57.584741736Z,50235
TanStack/query,2019-09-10T19:23:58Z,2026-08-27T16:23:34Z,TypeScript,3892,1000,2353,2307,2026-08-27T18:41:57.584741736Z,50215
serhii-londar/open-source-mac-os-apps,2017-11-03T02:35:33Z,2026-08-27T16:22:38Z,,615,0,234,211,2026-08-27T18:41:57.584741736Z,50176
chen08209/FlClash,2023-08-15T07:47:22Z,2026-08-27T18:11:31Z,Dart,2,106,2055,1517,2026-08-27T18:41:57.584741736Z,50112
AlistGo/alist,2020-12-23T17:40:29Z,2026-08-27T18:20:20Z,Go,976,149,4497,3975,2026-08-27T18:41:57.584741736Z,50096
chenglou/pretext,2026-03-07T21:06:28Z,2026-08-27T17:33:57Z,TypeScript,7,0,96,50,2026-08-27T18:41:57.584741736Z,50076
jgthms/bulma,2016-01-23T23:48:34Z,2026-08-27T17:41:41Z,CSS,646,22,2752,2405,2026-08-27T18:41:57.584741736Z,50062
rohitg00/ai-engineering-from-scratch,2026-03-18T18:38:02Z,2026-08-27T18:24:22Z,Python,188,2,79,61,2026-08-27T18:41:57.584741736Z,50055
tldraw/tldraw,2021-05-09T11:48:37Z,2026-08-27T18:04:33Z,TypeScript,5635,134,2811,2335,2026-08-27T18:41:57.584741736Z,49993
huginn/huginn,2013-03-10T06:00:31Z,2026-08-27T16:10:00Z,Ruby,1186,2,2192,1580,2026-08-27T18:41:57.584741736Z,49858
hugohe3/ppt-master,2025-12-10T06:54:33Z,2026-08-27T17:42:14Z,Python,32,23,126,120,2026-08-27T18:41:57.584741736Z,49838
ChromeDevTools/chrome-devtools-mcp,2025-09-11T10:39:55Z,2026-08-27T18:10:08Z,TypeScript,1153,59,511,440,2026-08-27T18:41:57.584741736Z,49817
NARKOZ/hacker-scripts,2015-11-21T19:05:09Z,2026-08-27T11:17:13Z,JavaScript,63,0,106,68,2026-08-27T18:41:57.584741736Z,49810
roboflow/supervision,2022-11-28T14:08:44Z,2026-08-27T17:46:12Z,Python,1396,41,547,509,2026-08-27T18:41:57.584741736Z,49759
jakevdp/PythonDataScienceHandbook,2016-08-10T14:24:36Z,2026-08-27T16:39:40Z,Jupyter Notebook,28,0,213,87,2026-08-27T18:41:57.584741736Z,49713
pandas-dev/pandas,2010-08-24T01:37:33Z,2026-08-27T16:30:18Z,Python,29474,122,28493,25907,2026-08-27T18:41:57.584741736Z,49570
kelseyhightower/kubernetes-the-hard-way,2016-07-07T14:15:27Z,2026-08-27T15:15:22Z,,73,0,444,416,2026-08-27T18:41:57.584741736Z,49561
hashicorp/terraform,2014-03-13T22:25:48Z,2026-08-27T18:08:42Z,Go,13671,439,21753,19995,2026-08-27T18:41:57.584741736Z,49550
ClickHouse/ClickHouse,2016-06-02T08:28:18Z,2026-08-27T18:17:23Z,C++,69867,837,30625,25576,2026-08-27T18:41:57.584741736Z,49487
apple/container,2025-05-30T21:26:05Z,2026-08-27T18:19:42Z,Swift,737,21,876,574,2026-08-27T18:41:57.584741736Z,49450
astral-sh/ruff,2022-08-09T17:17:44Z,2026-08-27T17:30:49Z,Rust,16146,425,8271,6562,2026-08-27T18:41:57.584741736Z,49361
x64dbg/x64dbg,2015-04-11T20:48:23Z,2026-08-27T18:24:56Z,C++,830,6,2724,2153,2026-08-27T18:41:57.584741736Z,49317
Homebrew/brew,2016-03-06T05:08:38Z,2026-08-27T17:45:53Z,Ruby,15316,511,5286,5286,2026-08-27T18:41:57.584741736Z,49295
GokuMohandas/Made-With-ML,2018-11-05T03:44:27Z,2026-08-27T14:02:59Z,Jupyter Notebook,147,1,77,59,2026-08-27T18:41:57.584741736Z,49240
JuliaLang/julia,2011-04-21T07:01:50Z,2026-08-27T18:03:26Z,Julia,27842,203,26146,22542,2026-08-27T18:41:57.584741736Z,49039
bigskysoftware/htmx,2020-04-13T16:17:51Z,2026-08-27T17:53:41Z,JavaScript,1197,32,1741,1123,2026-08-27T18:41:57.584741736Z,49023
router-for-me/CLIProxyAPI,2025-07-01T19:43:27Z,2026-08-27T18:07:29Z,Go,707,824,2677,2596,2026-08-27T18:41:57.584741736Z,48982
metabase/metabase,2015-02-02T19:25:47Z,2026-08-27T17:51:26Z,Clojure,46784,827,25758,21998,2026-08-27T18:41:57.584741736Z,48965
akullpp/awesome-java,2014-07-09T10:12:43Z,2026-08-27T18:01:39Z,,808,0,145,145,2026-08-27T18:41:57.584741736Z,48865
tmux/tmux,2015-06-03T23:32:55Z,2026-08-27T18:18:49Z,C,37,44,4159,4141,2026-08-27T18:41:57.584741736Z,48865
upscayl/upscayl,2022-07-30T17:19:20Z,2026-08-27T18:16:13Z,TypeScript,106,29,1080,1027,2026-08-27T18:41:57.584741736Z,48774
KRTirtho/spotube,2021-02-14T03:17:58Z,2026-08-27T17:31:34Z,Dart,261,44,2121,1311,2026-08-27T18:41:57.584741736Z,48741
mudler/LocalAI,2023-03-18T22:58:02Z,2026-08-27T17:38:21Z,Go,6797,136,1623,1517,2026-08-27T18:41:57.584741736Z,48706
DovAmir/awesome-design-patterns,2018-06-04T17:47:48Z,2026-08-27T18:07:30Z,,30,0,17,6,2026-08-27T18:41:57.584741736Z,48700
algorithm-visualizer/algorithm-visualizer,2016-05-15T00:27:45Z,2026-08-27T15:48:38Z,JavaScript,183,0,126,77,2026-08-27T18:41:57.584741736Z,48698
nilbuild/design-patterns-for-humans,2017-02-16T21:24:39Z,2026-08-27T18:25:39Z,,50,0,52,47,2026-08-27T18:41:57.584741736Z,48676
iamkun/dayjs,2018-04-10T09:26:44Z,2026-08-27T12:30:08Z,JavaScript,730,129,1849,880,2026-08-27T18:41:57.584741736Z,48666
Aider-AI/aider,2023-05-09T18:57:49Z,2026-08-27T18:02:54Z,Python,288,93,4376,3028,2026-08-27T18:41:57.584741736Z,48534
moeru-ai/airi,2024-12-01T16:33:36Z,2026-08-27T18:15:56Z,TypeScript,1269,83,541,453,2026-08-27T18:41:57.584741736Z,48489
type-challenges/type-challenges,2020-07-23T14:33:11Z,2026-08-27T18:18:50Z,TypeScript,600,0,37289,4096,2026-08-27T18:41:57.584741736Z,48478
HKUDS/CLI-Anything,2026-03-08T13:52:57Z,2026-08-27T17:40:49Z,Python,198,3,132,83,2026-08-27T18:41:57.584741736Z,48372
slidevjs/slidev,2021-04-24T01:25:23Z,2026-08-27T16:58:35Z,TypeScript,906,430,1383,1197,2026-08-27T18:41:57.584741736Z,48302
brillout/awesome-react-components,2016-06-24T15:19:33Z,2026-08-27T17:44:57Z,,343,0,61,45,2026-08-27T18:41:57.584741736Z,48278
ReactiveX/RxJava,2013-01-08T20:11:48Z,2026-08-27T12:57:40Z,Java,3594,267,3286,3275,2026-08-27T18:41:57.584741736Z,48207
lukasz-madon/awesome-remote-job,2015-01-02T00:31:34Z,2026-08-27T17:47:29Z,,628,0,96,75,2026-08-27T18:41:57.584741736Z,48140
pixijs/pixijs,2013-01-21T22:40:50Z,2026-08-27T14:47:42Z,TypeScript,3892,310,6137,5849,2026-08-27T18:41:57.584741736Z,48085
multica-ai/multica,2026-01-13T17:59:46Z,2026-08-27T17:27:50Z,Go,3336,147,2344,1553,2026-08-27T18:41:57.584741736Z,48000
microsoft/qlib,2020-08-14T06:46:00Z,2026-08-27T18:02:46Z,Python,756,23,1071,770,2026-08-27T18:41:57.584741736Z,47981
calcom/cal.diy,2021-03-22T13:47:42Z,2026-08-27T18:05:09Z,TypeScript,13099,611,9394,8270,2026-08-27T18:41:57.584741736Z,47958
moment/moment,2011-03-01T02:46:06Z,2026-08-27T02:53:31Z,JavaScript,763,1,4165,4077,2026-08-27T18:41:57.584741736Z,47913
bevyengine/bevy,2020-01-18T21:13:55Z,2026-08-27T18:25:26Z,Rust,8670,58,8662,5817,2026-08-27T18:41:57.584741736Z,47906
karan/Projects,2013-07-04T13:37:27Z,2026-08-27T17:55:21Z,,19,0,98,39,2026-08-27T18:41:57.584741736Z,47895
gogs/gogs,2014-02-12T01:57:08Z,2026-08-27T06:28:43Z,Go,1961,98,5209,4271,2026-08-27T18:41:57.584741736Z,47776
